CustomerID,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,Category
462920,Male,Yes,51,No,Manager,0,High,5,Category 6
462923,Male,Yes,30,No,Homemaker,8,Average,2,Category 6
462925,Female,Yes,28,No,Homemaker,,Average,2,Category 3
462927,Female,No,33,No,Homemaker,8,Low,2,Category 6
462936,Female,No,41,Yes,Engineer,,Low,1,Category 6
462941,Male,No,71,No,Lawyer,,Low,2,Category 6
462944,Male,Yes,42,Yes,Manager,5,High,3,Category 6
462951,Male,Yes,71,Yes,Lawyer,2,Low,1,Category 6
462956,Male,Yes,35,No,Artist,6,Average,5,Category 6
462958,Male,No,28,No,Marketing,0,Low,5,Category 6
462963,Male,Yes,31,Yes,Artist,1,Average,2,Category 3
462966,Male,Yes,43,Yes,Artist,2,Average,3,Category 6
462968,Female,Yes,77,No,Lawyer,0,High,2,Category 6
462971,Female,Yes,71,Yes,Engineer,0,Low,1,Category 6
462976,Female,Yes,47,Yes,Engineer,0,Average,2,Category 6
462981,Female,No,26,No,Homemaker,9,Low,1,Category 6
462983,Female,Yes,72,Yes,Lawyer,0,High,2,Category 6
462984,Female,Yes,73,Yes,Artist,1,High,2,Category 6
462986,Male,No,26,Yes,Nursing,1,Low,6,Category 3
462992,Female,Yes,57,Yes,Engineer,,High,3,Category 3
462993,Male,Yes,30,No,Artist,,Average,3,Category 6
462994,Female,Yes,36,No,Artist,,Average,3,Category 6
463003,Male,Yes,42,Yes,Artist,3,Average,2,Category 6
463012,Male,Yes,52,No,Engineer,,Low,1,Category 6
463020,Male,Yes,28,Yes,Artist,0,Average,3,Category 1
463023,Female,Yes,43,No,Homemaker,7,Low,1,Category 6
463024,Male,No,43,Yes,Artist,,Low,1,Category 6
463030,Male,Yes,52,Yes,Manager,1,High,3,Category 6
463034,Female,No,28,Yes,Homemaker,9,Low,1,Category 6
463039,Male,Yes,38,No,Manager,12,High,7,Category 6
463040,Male,Yes,83,No,Lawyer,1,High,2,Category 6
463044,Male,Yes,82,Yes,Lawyer,,High,2,Category 6
463047,Male,Yes,32,Yes,Homemaker,8,Low,,Category 6
463051,Female,No,35,Yes,Homemaker,12,Low,1,Category 6
463052,Male,Yes,40,Yes,Marketing,0,Low,2,Category 6
463058,Female,No,25,Yes,Homemaker,13,Low,1,
463062,Female,Yes,39,Yes,Artist,,Average,3,Category 6
463069,Male,No,25,Yes,Artist,7,Low,1,Category 6
463075,Male,Yes,52,Yes,Artist,0,Low,4,Category 6
463080,Male,No,33,No,Artist,0,Low,4,Category 5
463083,Male,No,28,Yes,Artist,6,Low,3,Category 6
463085,Female,No,43,Yes,Artist,0,Low,1,Category 6
463086,Male,No,30,Yes,Artist,8,Low,,Category 5
463088,Female,Yes,84,Yes,Lawyer,1,High,2,Category 6
463089,Male,Yes,48,Yes,Manager,6,High,4,Category 6
463090,Female,Yes,55,No,Engineer,3,Average,2,Category 6
463091,Female,Yes,37,Yes,Homemaker,8,Low,1,Category 6
463094,Male,Yes,38,Yes,Engineer,11,Average,3,Category 6
463099,Male,Yes,86,Yes,Lawyer,,Low,1,Category 6
463100,Female,No,35,No,Homemaker,9,Low,1,Category 6
463104,Female,Yes,46,No,Lawyer,0,Low,1,Category 6
463106,Female,Yes,79,Yes,Lawyer,0,Low,1,Category 6
463108,Male,Yes,63,Yes,Lawyer,5,High,2,Category 6
463133,Male,Yes,50,No,Artist,0,Average,4,Category 6
463138,Female,No,27,No,Homemaker,,Low,,Category 3
463144,Male,Yes,45,Yes,Manager,0,High,3,Category 6
463145,Female,No,36,Yes,Homemaker,0,Low,4,Category 6
463148,Male,Yes,62,Yes,Marketing,1,High,5,Category 6
463149,Male,Yes,57,Yes,Artist,2,Average,2,Category 6
463150,Male,No,51,No,Marketing,9,Low,1,Category 6
463151,Male,Yes,59,Yes,Artist,0,Low,1,Category 3
463154,Female,Yes,27,No,Artist,0,Low,4,Category 6
463156,Female,Yes,83,No,Lawyer,,High,2,Category 6
463158,Male,Yes,75,Yes,Manager,1,High,3,Category 6
463163,Male,No,28,No,Manager,2,Low,2,Category 3
463164,Male,Yes,39,Yes,Artist,9,Average,2,Category 6
463166,Female,No,41,Yes,Artist,1,Low,1,Category 4
463170,Female,,28,Yes,Nursing,0,Low,5,Category 3
463173,Male,No,47,Yes,Artist,0,Low,1,Category 3
463174,Female,Yes,62,Yes,Engineer,1,Low,1,Category 3
463175,Female,,41,No,Engineer,0,Low,4,Category 3
463187,Female,Yes,52,Yes,Artist,8,Low,2,Category 6
463195,Female,No,26,Yes,Nursing,7,Low,2,Category 3
463196,Female,Yes,72,Yes,Engineer,1,Low,1,Category 6
463199,Female,Yes,47,Yes,Artist,0,Low,3,Category 4
463201,Female,No,19,No,Nursing,1,Low,2,Category 4
463203,Female,No,21,No,Nursing,1,Low,3,Category 7
463209,Female,No,52,Yes,Artist,0,Low,1,Category 6
463220,Male,Yes,48,No,Engineer,1,Average,3,Category 6
463221,Male,No,22,No,Nursing,,Low,3,Category 6
463224,Male,Yes,47,Yes,Manager,1,High,4,Category 6
463240,Female,Yes,45,No,Engineer,0,Average,3,Category 6
463242,Female,No,29,No,Engineer,5,Low,2,Category 6
463248,Female,Yes,32,No,Homemaker,9,Average,4,Category 2
463251,Male,Yes,31,No,Marketing,2,Low,3,Category 6
463256,Male,No,20,No,Marketing,1,Low,3,Category 6
463258,Female,Yes,46,Yes,Artist,0,Average,3,Category 6
463260,Male,Yes,70,Yes,Lawyer,3,Low,1,Category 6
463265,Male,Yes,65,Yes,Artist,1,Average,3,Category 6
463266,Female,Yes,68,,Artist,1,Average,2,Category 6
463267,Male,Yes,29,No,Homemaker,9,Low,1,Category 4
463270,Male,Yes,50,No,Manager,0,Low,5,
463276,Male,Yes,37,No,Manager,,Average,2,Category 3
463277,Female,Yes,30,No,Engineer,6,Low,2,Category 3
463278,Female,Yes,63,Yes,Engineer,1,Low,1,Category 3
463280,Male,Yes,42,Yes,Artist,6,Average,2,Category 3
463292,Male,Yes,41,No,Manager,0,High,3,Category 6
463302,Female,Yes,60,Yes,Engineer,,High,4,Category 6
463308,Male,Yes,46,Yes,Engineer,1,Low,2,Category 3
463316,Female,Yes,83,No,Lawyer,0,High,2,Category 6
463323,Male,Yes,27,Yes,Nursing,3,Low,2,Category 6
463324,Female,No,22,No,Nursing,1,Low,4,Category 2
463330,Male,No,20,No,Nursing,0,Low,4,Category 6
463332,Female,Yes,40,Yes,Engineer,0,Low,2,Category 6
463340,Female,No,20,No,Nursing,0,Low,4,Category 3
463341,Female,Yes,53,No,Engineer,0,Average,6,Category 3
463351,Female,No,21,,Nursing,3,Low,4,Category 5
463356,Male,No,30,Yes,Nursing,6,Low,4,Category 2
463360,Female,Yes,46,Yes,Artist,2,Low,1,Category 6
463367,Female,No,36,Yes,Engineer,3,Low,4,Category 2
463368,Female,Yes,38,Yes,Artist,4,High,3,Category 2
463372,Female,Yes,26,No,Marketing,1,Average,2,
463376,Female,Yes,46,Yes,Manager,5,High,2,Category 6
463379,Male,No,27,No,Marketing,0,Low,7,Category 6
463387,Male,,20,No,Marketing,3,Low,2,Category 3
463395,Male,No,25,No,Marketing,,Low,1,Category 6
463406,Male,No,31,No,Marketing,0,Low,4,Category 3
463420,Female,Yes,59,Yes,Artist,2,High,3,Category 6
463423,Male,Yes,61,No,Manager,1,Average,3,Category 6
463427,Female,Yes,27,Yes,Engineer,1,Low,2,Category 6
463428,Male,Yes,26,No,Manager,1,High,5,Category 6
463431,Male,Yes,39,Yes,Artist,,Average,4,Category 4
463437,Male,Yes,51,Yes,Artist,0,Average,3,Category 6
463443,Male,Yes,52,Yes,Artist,1,Average,4,Category 6
463444,Male,Yes,59,Yes,Lawyer,,High,2,Category 6
463447,Male,Yes,57,No,Engineer,1,Average,2,Category 6
463452,Female,Yes,86,Yes,Lawyer,1,High,2,Category 6
463460,Male,Yes,49,Yes,Artist,,Average,2,Category 6
463462,Female,Yes,43,No,Engineer,0,Average,4,Category 6
463470,Male,No,19,No,Nursing,,Low,5,Category 2
463472,Male,No,20,No,Nursing,,Low,4,Category 6
463473,Male,No,19,No,Nursing,,Low,3,Category 6
463477,Male,No,31,No,Nursing,0,Low,4,Category 4
463483,Male,Yes,30,No,Manager,1,High,2,Category 6
463493,Male,Yes,36,Yes,Manager,,High,4,Category 6
463499,Male,Yes,47,Yes,Manager,0,Low,2,Category 6
463500,Male,Yes,35,Yes,Manager,1,High,4,Category 6
463508,Female,Yes,25,No,Artist,0,Low,3,Category 6
463509,Male,No,38,No,Artist,1,Low,1,Category 3
463512,Female,No,32,No,Engineer,0,Low,3,Category 6
463516,Male,Yes,48,No,Manager,1,High,6,Category 6
463527,Female,No,38,No,Artist,10,Low,1,Category 6
463528,Male,Yes,70,No,Manager,,High,2,Category 6
463529,Male,No,42,Yes,Marketing,,Low,1,Category 6
463533,Female,Yes,85,Yes,Artist,1,High,2,Category 2
463537,Female,No,25,Yes,Nursing,1,Low,3,Category 6
463548,Female,No,20,No,Nursing,3,Low,4,Category 4
463550,Female,Yes,37,Yes,Artist,0,Average,2,Category 4
463553,Male,No,33,Yes,Artist,8,Low,2,Category 6
463554,Female,No,52,No,Artist,5,Low,1,Category 6
463560,Female,No,21,No,Nursing,9,Low,5,Category 4
463561,Female,No,42,Yes,Engineer,0,Low,1,Category 6
463566,Female,Yes,35,Yes,Homemaker,,Average,4,Category 2
463572,Male,Yes,39,Yes,Artist,0,Average,4,Category 6
463586,Female,No,18,No,Nursing,1,Low,5,Category 6
463588,Male,No,22,No,Nursing,0,Low,1,Category 6
463598,Female,Yes,25,No,Engineer,2,Low,2,Category 6
463601,Female,No,20,No,Nursing,4,Low,5,
463605,Female,No,20,No,Nursing,1,Low,5,Category 5
463606,Male,No,21,No,Marketing,0,Low,4,Category 2
463614,Female,No,25,No,Nursing,1,Low,4,Category 3
463615,Female,Yes,60,Yes,Artist,,Average,2,Category 6
463616,Female,Yes,46,No,Engineer,0,Average,5,Category 3
463619,Male,Yes,68,No,Manager,1,High,2,Category 6
463620,Male,No,21,No,Nursing,1,Low,4,Category 2
463624,Male,Yes,59,Yes,Manager,1,High,4,Category 6
463628,Female,No,26,Yes,Artist,8,Low,1,Category 6
463632,Male,Yes,26,Yes,Artist,0,Average,2,Category 6
463639,Male,No,33,No,Nursing,0,Low,6,Category 6
463640,Male,No,28,Yes,Nursing,0,Low,3,Category 6
463644,Female,No,30,Yes,Nursing,0,Low,3,Category 7
463652,Female,No,32,Yes,Artist,,Low,1,Category 6
463654,Female,No,41,No,Engineer,3,Low,3,Category 3
463655,Male,Yes,42,Yes,Artist,13,Low,2,Category 6
463664,Female,No,29,No,Engineer,0,Low,1,Category 6
463669,Female,Yes,26,Yes,Marketing,5,High,4,Category 2
463670,Female,No,26,Yes,Nursing,,Low,4,Category 6
463699,Female,Yes,38,Yes,Marketing,9,Low,3,Category 6
463703,Male,Yes,69,No,Manager,1,High,4,Category 6
463704,Male,No,46,Yes,Artist,0,Low,2,Category 6
463707,Female,No,40,No,Artist,0,Low,1,Category 5
463713,Male,No,25,No,Engineer,9,Low,3,Category 4
463718,Female,No,33,Yes,Artist,0,Low,4,Category 6
463722,Male,Yes,56,Yes,Manager,8,High,2,Category 6
463724,Male,No,30,No,Nursing,0,Low,5,Category 4
463726,Female,No,26,No,Nursing,0,Low,3,Category 6
463732,Male,No,20,No,Nursing,1,Low,4,Category 6
463734,Male,Yes,41,No,Manager,1,Average,3,Category 6
463741,Male,Yes,37,Yes,Artist,0,High,3,Category 6
463745,Male,Yes,59,Yes,Artist,1,Average,3,Category 3
463747,Female,Yes,43,Yes,Artist,0,Average,2,Category 6
463748,Male,No,20,No,Nursing,1,Low,3,Category 6
463753,Female,No,30,Yes,Nursing,1,Low,5,Category 2
463756,Male,Yes,66,No,Manager,0,Average,2,Category 6
463761,Male,Yes,28,Yes,Artist,1,Average,3,Category 6
463766,Female,Yes,61,Yes,Artist,0,Average,3,
463767,Male,Yes,27,Yes,Artist,9,Average,2,Category 6
463768,Female,Yes,35,No,Engineer,1,Low,1,Category 4
463774,Male,Yes,33,Yes,Nursing,0,Average,2,Category 6
463776,Female,Yes,36,Yes,Artist,2,Average,2,Category 6
463782,Female,No,27,Yes,Artist,9,Low,1,Category 6
463783,Female,No,29,No,Nursing,,Low,,
463784,Female,No,31,No,Engineer,1,Low,5,Category 4
463785,Female,No,30,No,Nursing,0,Low,4,Category 4
463786,Female,Yes,43,Yes,Artist,,Average,2,Category 6
463790,Male,Yes,47,No,Manager,1,Low,4,Category 4
463792,Female,No,42,No,Engineer,,Low,1,Category 6
463794,Female,No,33,Yes,Nursing,,Low,5,Category 2
463799,Female,No,36,Yes,Artist,1,Low,4,Category 2
463800,Female,No,30,Yes,Engineer,1,Low,3,Category 6
463804,Male,Yes,60,Yes,Artist,9,Low,1,Category 6
463807,Female,No,32,Yes,Nursing,0,Low,3,Category 4
463811,Female,Yes,32,Yes,Artist,0,Average,2,Category 4
463814,Female,No,28,No,Nursing,7,Low,3,Category 5
463816,Male,Yes,46,Yes,Nursing,2,High,4,Category 7
463818,Female,Yes,38,Yes,Artist,4,Low,1,Category 6
463819,Male,Yes,28,,Artist,8,Low,,Category 6
463825,Female,Yes,52,Yes,Artist,0,Average,3,
463827,Female,Yes,46,Yes,Engineer,1,Average,4,Category 6
463828,Male,Yes,37,No,Engineer,0,Average,2,Category 1
463830,Female,No,25,Yes,Engineer,2,Low,3,Category 6
463834,Female,Yes,43,Yes,Engineer,1,Average,4,Category 6
463835,Male,No,32,No,Marketing,0,Low,4,Category 6
463842,Female,Yes,50,Yes,Engineer,1,High,4,Category 6
463847,Male,Yes,43,No,Artist,3,Average,3,Category 6
463856,Male,Yes,37,Yes,Artist,0,Average,2,Category 4
463857,Male,Yes,61,No,Nursing,0,High,4,Category 7
463859,Male,Yes,39,Yes,Artist,5,Average,2,Category 6
463865,Male,Yes,46,Yes,Artist,1,Average,5,Category 6
463880,Female,Yes,36,No,Engineer,0,Low,3,Category 2
463884,Female,No,28,No,Artist,0,Low,1,Category 6
463891,Male,Yes,86,Yes,Lawyer,0,Low,1,Category 6
463892,Male,No,42,Yes,Artist,8,Low,1,Category 6
463904,Male,Yes,82,Yes,Manager,1,Low,1,Category 6
463917,Female,No,18,No,Nursing,1,Low,8,Category 4
463923,Female,No,18,No,Engineer,0,Low,4,Category 6
463924,Female,No,36,Yes,Artist,1,Low,1,Category 5
463926,Female,No,26,No,Engineer,1,Low,6,Category 6
463932,Female,Yes,69,Yes,Artist,1,Average,3,Category 6
463941,Female,No,29,No,Artist,1,Low,6,Category 4
463946,Male,No,33,No,Nursing,4,Low,3,Category 4
463948,Male,Yes,38,No,Manager,3,High,5,Category 6
463955,Male,Yes,28,Yes,Artist,1,Low,2,Category 6
463958,Female,No,27,No,Nursing,1,Low,5,Category 2
463961,Female,No,28,No,Engineer,0,Low,4,Category 4
463963,Female,Yes,25,No,Engineer,7,High,3,Category 6
463966,Female,No,30,Yes,Artist,8,Low,1,Category 6
463978,Male,Yes,40,Yes,Artist,1,Average,3,Category 2
463980,Female,No,25,Yes,Artist,0,Low,9,Category 6
463981,Female,No,30,Yes,Artist,5,Low,1,
463983,Female,Yes,43,No,Engineer,0,Average,2,Category 4
463986,Female,No,26,Yes,Artist,1,Low,4,Category 6
464000,Female,No,28,No,Nursing,1,Low,5,Category 7
464004,Female,Yes,31,No,Marketing,1,Low,5,Category 4
464007,Male,Yes,46,Yes,Artist,1,Low,3,Category 6
464009,Female,Yes,47,Yes,Artist,5,Average,4,Category 6
464010,Male,No,28,No,Nursing,1,Low,4,Category 6
464013,Male,No,30,No,Nursing,0,Low,1,Category 6
464019,Male,No,23,No,Artist,2,Low,5,Category 6
464021,Female,No,22,No,Nursing,1,Low,5,Category 6
464023,Male,No,20,No,Nursing,1,Low,5,Category 7
464031,Female,No,19,No,Nursing,0,Low,4,Category 6
464032,Male,No,21,No,Nursing,1,Low,3,Category 6
464033,Female,No,19,No,Nursing,0,Low,4,Category 6
464039,Male,No,39,Yes,Artist,1,Low,2,Category 6
464042,Female,Yes,38,Yes,Artist,8,Low,2,Category 6
464046,Male,No,33,Yes,Nursing,3,Low,1,Category 6
464048,Female,No,38,Yes,Homemaker,4,Low,1,Category 6
464049,Female,No,29,Yes,Nursing,0,Low,3,Category 6
464054,Male,Yes,32,Yes,Artist,9,Average,2,Category 6
464059,Male,Yes,59,Yes,Artist,0,Low,1,Category 6
464066,Female,No,29,Yes,Nursing,8,Low,3,Category 4
464068,Male,Yes,59,No,Manager,0,High,4,Category 6
464071,Male,Yes,87,Yes,Lawyer,0,High,2,Category 6
464072,Male,Yes,53,Yes,Manager,0,Low,2,Category 6
464076,Male,Yes,83,No,Lawyer,0,High,2,Category 6
464084,Male,No,33,No,Nursing,1,Low,5,Category 4
464087,Female,No,26,No,Engineer,,Low,4,Category 6
464089,Female,Yes,39,Yes,Artist,7,High,5,
464096,Female,No,27,No,Nursing,1,Low,5,Category 4
464099,Female,Yes,42,Yes,Artist,5,Average,2,Category 4
464103,Male,Yes,46,Yes,Artist,4,Average,2,Category 6
464115,Female,No,38,Yes,Engineer,0,Low,3,Category 6
464121,Female,Yes,63,Yes,Engineer,1,Low,1,Category 6
464123,Female,No,45,Yes,Artist,1,Low,1,Category 6
464127,Female,No,33,Yes,Nursing,1,Low,5,Category 2
464137,Female,Yes,87,No,Artist,7,High,2,Category 7
464139,Female,No,25,No,Nursing,14,Low,1,Category 6
464144,Male,Yes,61,Yes,Artist,0,Average,4,Category 6
464152,Male,Yes,41,Yes,Artist,1,High,4,Category 6
464162,Male,Yes,86,Yes,Lawyer,,High,2,Category 6
464167,Male,Yes,51,Yes,Manager,4,High,3,Category 6
464169,Male,,83,No,Lawyer,0,High,2,Category 6
464172,Male,Yes,60,Yes,Artist,3,High,3,Category 6
464173,Male,Yes,65,Yes,Artist,6,Average,3,Category 6
464175,Female,No,32,No,Nursing,1,Low,,Category 6
464176,Female,Yes,41,Yes,Artist,1,Low,1,Category 6
464179,Female,Yes,56,Yes,Artist,0,Average,3,Category 6
464180,Female,Yes,74,No,Lawyer,1,High,2,Category 6
464182,Male,Yes,39,Yes,Artist,4,Average,2,Category 2
464183,Female,No,42,No,Artist,2,Low,2,Category 6
464185,Male,Yes,68,Yes,Artist,5,High,2,Category 6
464195,Male,No,30,Yes,Artist,1,Low,1,Category 6
464200,Female,No,32,No,Nursing,1,Low,3,Category 6
464202,Male,Yes,43,Yes,Artist,13,Low,1,Category 6
464204,Female,Yes,40,Yes,Artist,3,High,2,Category 5
464212,Female,Yes,58,Yes,Marketing,0,Average,2,Category 6
464216,Male,Yes,52,Yes,Artist,,High,3,Category 6
464217,Female,No,30,No,Nursing,14,Low,3,Category 6
464223,Female,Yes,53,Yes,Artist,2,Low,2,Category 6
464226,Female,Yes,56,Yes,Artist,3,Average,3,Category 6
464231,Male,Yes,48,Yes,Artist,1,Average,4,Category 6
464246,Female,Yes,61,Yes,Artist,0,Average,2,Category 6
464255,Female,Yes,49,Yes,Artist,1,Average,5,Category 4
464270,Female,No,48,Yes,Artist,4,Low,1,Category 6
464271,Female,Yes,36,Yes,Artist,1,Average,3,Category 2
464274,Female,Yes,56,Yes,Artist,1,Average,5,Category 6
464276,Female,Yes,66,No,Marketing,0,High,2,Category 1
464283,Male,No,40,Yes,Artist,6,Low,2,Category 6
464286,Female,Yes,57,Yes,Artist,0,Average,2,Category 6
464287,Male,Yes,42,Yes,Artist,,Average,3,Category 2
464289,Male,Yes,35,No,Marketing,1,Low,3,Category 6
464292,Male,Yes,58,Yes,Artist,0,Average,2,Category 6
464297,Male,No,29,No,Artist,8,Low,5,Category 5
464308,Female,Yes,84,Yes,Lawyer,1,High,2,Category 6
464318,Male,Yes,86,Yes,Manager,0,Low,1,Category 6
464320,Male,Yes,77,No,Lawyer,1,High,2,Category 6
464326,Female,No,37,Yes,Artist,0,Low,3,Category 6
464332,Male,Yes,74,No,Manager,0,High,2,Category 6
464339,Male,No,27,No,Artist,1,Low,2,Category 6
464344,Female,Yes,56,Yes,Artist,0,Low,1,Category 6
464351,Female,No,27,Yes,Nursing,0,Low,1,Category 6
464364,Male,Yes,39,Yes,Artist,7,Average,2,Category 6
464373,Female,No,47,Yes,Artist,0,Low,2,Category 6
464378,Female,Yes,36,Yes,Artist,8,Average,2,Category 6
464381,Male,Yes,43,Yes,Artist,4,Average,2,Category 6
464382,Female,Yes,55,Yes,Artist,0,Average,4,Category 6
464387,Female,No,26,Yes,Artist,9,Low,5,Category 6
464389,Male,Yes,72,Yes,Artist,0,High,2,Category 2
464392,Male,Yes,59,,Artist,0,Average,2,Category 6
464412,Male,Yes,72,No,Lawyer,1,Low,2,Category 6
464424,Male,No,31,Yes,Nursing,1,Low,4,Category 6
464425,Male,No,41,Yes,Artist,9,Low,1,Category 6
464432,Male,No,25,No,Engineer,9,Low,2,Category 3
464433,Male,No,29,Yes,Artist,,Low,,Category 2
464436,Male,Yes,83,Yes,Lawyer,0,High,2,Category 4
464437,Female,Yes,51,Yes,Engineer,0,Average,4,Category 6
464441,Male,Yes,40,Yes,Artist,0,Low,2,Category 2
464451,Female,Yes,76,Yes,Artist,0,Average,2,Category 6
464456,Male,Yes,29,Yes,Artist,1,Low,4,Category 6
464468,Male,Yes,46,Yes,Artist,1,Low,3,Category 6
464473,Female,Yes,58,Yes,Artist,0,Average,4,Category 6
464474,Female,No,46,Yes,Artist,1,Low,1,Category 6
464478,Female,Yes,74,No,Lawyer,0,High,2,Category 6
464481,Male,Yes,53,Yes,Manager,1,High,3,Category 6
464482,Male,Yes,63,Yes,Artist,1,Low,1,Category 6
464483,Female,Yes,49,Yes,Artist,1,Average,3,Category 6
464487,Male,No,46,No,Engineer,1,Low,3,Category 4
464488,Female,No,43,Yes,Artist,7,Low,9,Category 6
464494,Female,Yes,58,Yes,Artist,1,Average,4,Category 3
464499,Male,Yes,41,Yes,Manager,1,High,4,Category 6
464501,Female,No,28,No,Nursing,1,Low,3,Category 6
464504,Male,No,26,Yes,Nursing,0,Low,4,Category 6
464506,Male,No,29,Yes,Nursing,9,Low,2,Category 4
464517,Male,No,33,Yes,Nursing,0,Low,,Category 5
464522,Female,No,39,Yes,Engineer,14,Low,1,Category 6
464533,Male,Yes,38,No,Manager,,High,6,Category 6
464536,Male,Yes,26,Yes,Artist,1,Average,3,Category 6
464540,Female,Yes,42,Yes,Engineer,1,Average,4,Category 4
464549,Male,Yes,53,Yes,Manager,1,Low,4,Category 6
464550,Male,Yes,46,Yes,Artist,,Low,4,Category 6
464552,Female,Yes,40,Yes,Artist,1,Average,3,Category 4
464553,Male,Yes,71,Yes,Artist,1,Low,2,Category 6
464555,Male,Yes,32,Yes,Marketing,13,High,4,Category 4
464566,Male,Yes,40,Yes,Manager,0,High,4,Category 6
464572,Female,Yes,52,Yes,Marketing,0,Low,1,Category 6
464577,Female,Yes,25,Yes,Nursing,12,High,2,Category 6
464580,Male,No,32,No,Artist,9,Low,4,Category 6
464586,Female,No,49,Yes,Artist,1,Low,1,Category 3
464594,Male,Yes,48,Yes,Artist,1,Low,1,Category 2
464597,Male,No,41,No,Artist,5,Low,2,Category 6
464601,Female,No,29,Yes,Nursing,9,Low,2,Category 6
464603,Female,No,35,Yes,Artist,0,Low,2,Category 3
464606,Male,Yes,41,Yes,Artist,1,Average,2,Category 6
464607,Female,Yes,47,Yes,Artist,1,Average,4,Category 2
464608,Female,Yes,53,Yes,Artist,1,Average,3,Category 6
464618,Male,,40,Yes,Artist,5,Low,1,Category 6
464620,Female,Yes,40,Yes,Artist,0,High,2,Category 6
464621,Male,Yes,46,Yes,Artist,0,Low,1,Category 6
464637,Female,No,36,Yes,Marketing,,Low,4,Category 4
464641,Female,Yes,71,Yes,Lawyer,2,Low,6,Category 1
464652,Female,Yes,30,No,Engineer,5,Average,2,Category 4
464654,Female,Yes,40,No,Engineer,1,Average,4,Category 4
464673,Male,Yes,49,No,Manager,1,High,7,Category 2
464674,Male,Yes,51,No,Artist,0,Average,5,Category 4
464677,Male,Yes,23,No,Nursing,1,Low,5,Category 4
464683,Male,Yes,53,No,Engineer,0,Average,6,Category 4
464684,Female,No,35,No,Engineer,9,Low,5,Category 4
464685,Male,No,35,No,Manager,2,Low,4,Category 4
464690,Male,Yes,39,No,Engineer,2,Average,,Category 4
464691,Male,No,38,Yes,Artist,1,Low,3,Category 4
464692,Female,No,53,No,Marketing,0,Low,1,Category 3
464693,Female,No,36,Yes,Engineer,8,Low,1,Category 4
464695,Male,No,33,No,Engineer,0,Low,4,Category 4
464696,Female,No,40,Yes,Engineer,1,Low,1,Category 4
464697,Female,Yes,36,Yes,Artist,0,Average,4,Category 4
464704,Male,Yes,41,Yes,Nursing,0,Average,4,Category 4
464711,Female,Yes,38,Yes,Artist,5,Average,3,Category 1
464712,Male,Yes,49,No,Artist,1,Low,5,Category 4
464726,Male,Yes,28,Yes,Manager,14,High,9,Category 4
464732,Male,Yes,41,No,Artist,1,Average,2,Category 4
464737,Female,Yes,57,No,Engineer,0,Average,6,Category 4
464739,Male,Yes,67,Yes,Artist,0,Low,1,Category 4
464746,Male,Yes,29,No,Manager,3,Average,5,Category 4
464752,Female,Yes,46,,Marketing,,Low,1,Category 4
464755,Male,Yes,49,Yes,Artist,0,High,2,Category 6
464756,Female,No,28,No,Engineer,6,Low,3,Category 4
464758,Female,Yes,48,No,Engineer,1,Average,4,Category 4
464760,Female,Yes,51,No,Engineer,5,Average,4,Category 4
464765,Female,Yes,48,No,Engineer,5,Average,6,Category 4
464766,Female,Yes,48,No,Engineer,5,Average,5,Category 4
464769,Female,,52,No,Engineer,9,Average,4,Category 4
464772,Female,Yes,39,No,Engineer,8,Average,4,Category 4
464774,Female,Yes,50,No,Engineer,7,Average,5,Category 4
464780,Female,No,33,No,Engineer,1,Low,9,Category 4
464790,Female,No,35,Yes,Artist,,Low,1,Category 4
464792,Male,Yes,30,No,Marketing,2,High,5,Category 4
464794,Female,Yes,46,No,Engineer,8,Average,,Category 4
464799,Male,No,36,No,Marketing,0,Low,4,Category 4
464806,Male,Yes,33,No,Manager,0,Low,2,Category 4
464812,Female,Yes,49,Yes,Engineer,1,High,5,Category 4
464813,Male,Yes,48,Yes,Engineer,6,Average,5,Category 6
464817,Male,No,31,Yes,Artist,5,Low,1,Category 4
464818,Female,Yes,38,No,Engineer,,Average,2,Category 4
464825,Female,No,21,No,Nursing,5,Low,1,Category 4
464828,Male,No,23,No,Nursing,9,Low,6,Category 4
464831,Female,Yes,21,No,Nursing,0,Low,2,Category 4
464832,Male,Yes,71,No,Lawyer,1,Low,,Category 4
464835,Male,No,20,No,Nursing,0,Low,6,Category 4
464836,Female,,32,No,Engineer,7,High,5,Category 4
464845,Male,Yes,29,No,Engineer,0,Average,3,Category 4
464849,Male,Yes,42,Yes,Artist,0,Average,4,Category 4
464852,Male,Yes,36,No,Manager,1,Low,6,Category 4
464854,Female,Yes,42,No,Engineer,0,High,6,Category 4
464857,Male,No,18,No,Nursing,7,Low,4,Category 4
464861,Male,No,25,No,Homemaker,,Low,2,Category 4
464864,Female,No,30,No,Engineer,10,Low,8,Category 4
464865,Female,No,28,No,Homemaker,9,Low,9,Category 4
464872,Male,Yes,38,Yes,Artist,1,Low,4,Category 4
464873,Male,Yes,42,Yes,Artist,1,Average,2,Category 4
464876,Female,Yes,52,No,Engineer,,Average,5,Category 4
464884,Male,Yes,40,Yes,Artist,1,Low,2,Category 4
464885,Female,No,38,No,Engineer,1,Low,2,Category 4
464886,Male,Yes,37,Yes,Engineer,1,Average,4,Category 4
464902,Female,Yes,65,No,Lawyer,1,Low,1,Category 4
464905,Male,,81,No,Manager,,High,2,Category 4
